Treatment,Treatment_t,Pattern_k,AE_type,AE_type_j,Phi_kj
A,3,15,ARRHYTHMIA_1,47,2.9695165441634e-06
A,3,15,MALAISE_3,488,2.96885222469281e-06
A,3,15,EFFUS PERICARD_3,233,2.96587412160097e-06
A,3,15,HYPOTENS_2,399,2.96586575975977e-06
A,3,15,CARDIOVASC DIS_3,98,2.96293286990238e-06
A,3,15,INJURY ACCID_2,429,2.95930469765559e-06
A,3,15,DEPRESSION_1,158,2.9498814154667e-06
A,3,15,DEAF_3,152,2.94695037074287e-06
A,3,15,CRAMPS LEG_2,139,2.94506599255602e-06
A,3,15,VOMIT_2,836,2.94409733835737e-06
A,3,15,LYMPHANGITIS_1,481,2.94271574377799e-06
A,3,15,MYALGIA_2,525,2.92591913540421e-06
A,3,15,HEADACHE_4,305,2.92538809282368e-06
A,3,15,GLOSSITIS_3,296,2.91275421126281e-06
A,3,15,AMBLYOPIA_3,24,2.90860109119642e-06
A,3,15,UNTRANSLATABLE_1,797,2.90340376495092e-06
A,3,15,NEURALGIA_2,554,2.90330145472989e-06
A,3,15,HYPERKALEM_1,362,2.90314948846487e-06
A,3,15,CONVULS_1,132,2.90314116940629e-06
A,3,15,HYPOMAGNESEM_1,391,2.90312484302933e-06
A,3,15,NECK RIGID_1,540,2.90311831210761e-06
A,3,15,CHOLECYST_1,113,2.90309882848168e-06
A,3,15,ERYTHEMA MULT_1,256,2.90308812189822e-06
A,3,15,PNEUMONIA INTERSTIT_1,646,2.90308812189813e-06
A,3,15,DYSPNEA_3,201,2.89755512142604e-06
A,3,15,VISION ABNORM_2,829,2.8836365873789e-06
A,3,15,EDEMA_3,227,2.88181677163227e-06
A,3,15,HEART FAIL LEFT_2,310,2.88157370392196e-06
A,3,15,THROMBOPHLEB_3,770,2.87364671372635e-06
A,3,15,SGPT INC_1,705,2.86920260061385e-06
A,3,15,NEUROPATHY_2,558,2.86876720994231e-06
A,3,15,ESOPHAGITIS_3,261,2.86443088340143e-06
A,3,15,ISCHEMIA MYOCARD_2,436,2.86360224082374e-06
A,3,15,MONILIA_2,516,2.85997323017365e-06
A,3,15,RESPIRAT DIS_3,692,2.85994055762802e-06
A,3,15,HEM_3,333,2.85047459183948e-06
A,3,15,INJURY ACCID_3,430,2.83557019522033e-06
A,3,15,ANEMIA_2,31,2.82884502071346e-06
A,3,15,HEM GI_2,318,2.8232367288724e-06
A,3,15,CRAMPS LEG_3,140,2.82245333698736e-06
A,3,15,EMOTION LABIL_2,240,2.8219582252161e-06
A,3,15,CEREBELL SYND_2,104,2.81857302737505e-06
A,3,15,METRORRHAGIA_2,503,2.80894134704577e-06
A,3,15,MENOPAUSE_2,494,2.80298115961542e-06
A,3,15,NEURALGIA_3,555,2.79837837373632e-06
A,3,15,THROM_2,761,2.79524367674849e-06
A,3,15,DYSPNEA_4,202,2.78808695289274e-06
A,3,15,VOMIT_3,837,2.78350940652832e-06
A,3,15,RADIAT INJ_2,671,2.78101576745699e-06
A,3,15,VISION ABNORM_3,830,2.77669644184153e-06
A,3,15,ISCHEMIA MYOCARD_3,437,2.77522535990381e-06
A,3,15,HEMATURIA_2,336,2.7647369028423e-06
A,3,15,HEART FAIL LEFT_3,311,2.7640273603353e-06
A,3,15,HYPOXIA_2,406,2.75981038109811e-06
A,3,15,EEG ABNORM_2,229,2.74911188183106e-06
A,3,15,HYPERTHYR_2,372,2.74716563776129e-06
A,3,15,MONILIA_3,517,2.74711879422287e-06
A,3,15,HYPOTENS_3,400,2.74265714018573e-06
A,3,15,LYMPHANGITIS_2,482,2.71582346583579e-06
A,3,15,HEM GI_3,319,2.71552261173491e-06
A,3,15,MENOPAUSE_3,495,2.71019339320631e-06
A,3,15,EMOTION LABIL_3,241,2.70843055307729e-06
A,3,15,CEREBELL SYND_3,105,2.70588923951452e-06
A,3,15,MYALGIA_3,526,2.70462533592901e-06
A,3,15,METRORRHAGIA_3,504,2.70234935180925e-06
A,3,15,ARRHYTHMIA_2,48,2.69817029078777e-06
A,3,15,NEUROPATHY_3,559,2.6957414644483e-06
A,3,15,ANEMIA_3,32,2.69499079089886e-06
A,3,15,VOMIT_4,838,2.68666629723444e-06
A,3,15,THROM_3,762,2.68446666855808e-06
A,3,15,UNTRANSLATABLE_2,798,2.68216418608896e-06
A,3,15,CONVULS_2,133,2.68188760130977e-06
A,3,15,HYPERKALEM_2,363,2.6818863623859e-06
A,3,15,HYPOMAGNESEM_2,392,2.68186522394593e-06
A,3,15,NECK RIGID_2,541,2.68185960561934e-06
A,3,15,CHOLECYST_2,114,2.68184501700887e-06
A,3,15,ERYTHEMA MULT_2,257,2.68183370746971e-06
A,3,15,PNEUMONIA INTERSTIT_2,647,2.68183370746953e-06
A,3,15,DEPRESSION_2,159,2.67358371714698e-06
A,3,15,ANEMIA_4,33,2.67208991716614e-06
A,3,15,RADIAT INJ_3,672,2.6713197901591e-06
A,3,15,HEMATURIA_3,337,2.65628701544891e-06
A,3,15,EEG ABNORM_3,230,2.64389272196822e-06
A,3,15,HYPERTHYR_3,373,2.64005051150204e-06
A,3,15,HYPOTENS_4,401,2.6359462556448e-06
A,3,15,SGOT INC_1,701,2.61431527875304e-06
A,3,15,LYMPHANGITIS_3,483,2.61111426568887e-06
A,3,15,MYALGIA_4,527,2.60027396702643e-06
A,3,15,NEUROPATHY_4,560,2.59241953912521e-06
A,3,15,SGPT INC_2,706,2.58017556600162e-06
A,3,15,UNTRANSLATABLE_4,799,2.57993439431702e-06
A,3,15,CONVULS_3,134,2.57966032075455e-06
A,3,15,HYPERKALEM_3,364,2.57965033403048e-06
A,3,15,HYPOMAGNESEM_3,393,2.5796307572344e-06
A,3,15,NECK RIGID_3,542,2.57962554497474e-06
A,3,15,CHOLECYST_3,115,2.57961193777349e-06
A,3,15,ERYTHEMA MULT_3,258,2.57960155490596e-06
A,3,15,PNEUMONIA INTERSTIT_4,648,2.57960155490582e-06
A,3,15,HYPOXIA_3,407,2.55859681725008e-06
A,3,15,ARRHYTHMIA_3,49,2.5425844145097e-06
A,3,15,DEPRESSION_3,160,2.48907037242072e-06
A,3,15,HYPOXIA_4,408,2.46530495061688e-06
A,3,15,ARRHYTHMIA_4,50,2.45040204789091e-06
A,3,15,SGPT INC_3,707,2.40281469431789e-06
A,3,15,DEPRESSION_4,161,2.40029760334026e-06
A,3,15,SGOT INC_2,702,2.37013212577943e-06
A,3,15,SGPT INC_4,708,2.320180085144e-06
A,3,15,SGOT INC_3,703,2.21916303050569e-06
A,3,15,SGOT INC_4,704,2.14846035462446e-06
CMF,4,1,NAUSEA_1,537,0.998981601894711
CMF,4,1,NAUSEA_2,538,0.000725916971471333
CMF,4,1,NAUSEA_3,539,0.000154952115317602
CMF,4,1,KIDNEY CALCULUS_2,444,1.71960916349688e-07
CMF,4,1,KIDNEY CALCULUS_1,443,1.71478767233265e-07
CMF,4,1,UNTRANSLATABLE_4,799,1.70580356325604e-07
CMF,4,1,UNTRANSLATABLE_2,798,1.70460755660037e-07
CMF,4,1,INFECTION FUNGAL_1,420,1.7033742340451e-07
CMF,4,1,BILIRUBINEM_2,74,1.70141291800356e-07
CMF,4,1,UNTRANSLATABLE_1,797,1.70108314085148e-07
CMF,4,1,APPLICAT SITE REACT_1,44,1.69769567909113e-07
CMF,4,1,NEOPL UTER_3,546,1.69589095823244e-07
CMF,4,1,EUPHORIA_1,262,1.69573278422349e-07
CMF,4,1,ABDO ENLARGE_1,1,1.69240745863265e-07
CMF,4,1,MESENTERIC ARTERIAL OCCLUSION_3,501,1.68883789421674e-07
CMF,4,1,PAROSMIA_1,629,1.68854262585435e-07
CMF,4,1,HYPERKINESIA_1,365,1.68719733508858e-07
CMF,4,1,PAROSMIA_2,630,1.68715799250947e-07
CMF,4,1,URIN ABNORM_1,801,1.68623026862929e-07
CMF,4,1,CREATININE INC_1,142,1.68606372531088e-07
CMF,4,1,LARYNGISMUS_1,454,1.68601062477214e-07
CMF,4,1,DYSTONIA_1,203,1.68593078409592e-07
CMF,4,1,LIVER TENDER_1,475,1.68546824023869e-07
CMF,4,1,PARESTHESIA_1,628,1.68444572642576e-07
CMF,4,1,HICCUP_1,350,1.68329645148925e-07
CMF,4,1,GLAUCOMA_1,293,1.68314580975404e-07
CMF,4,1,VESTIBUL DIS_1,827,1.68290014056495e-07
CMF,4,1,URIN TRACT DIS_1,805,1.68262389591821e-07
CMF,4,1,OSTEOPOROSIS_1,573,1.68157990451937e-07
CMF,4,1,LAB TEST ABNORM_1,449,1.68125161219814e-07
CMF,4,1,DUODENITIS_3,185,1.68076698306627e-07
CMF,4,1,HYPOGLYCEM_1,384,1.68001748274885e-07
CMF,4,1,TOOTH DISCOLOR_1,781,1.67984255551258e-07
CMF,4,1,URIN TRACT DIS_2,806,1.67949831784183e-07
CMF,4,1,NODULE SUBCUTAN_1,565,1.67886915985569e-07
CMF,4,1,UVEITIS_2,812,1.67878792513464e-07
CMF,4,1,EDEMA LABIAL_1,217,1.67857873404973e-07
CMF,4,1,TONGUE DISCOLOR_1,776,1.67844150731413e-07
CMF,4,1,NEOPL_1,547,1.67838684890064e-07
CMF,4,1,EDEMA GENERAL_1,216,1.67822559847835e-07
CMF,4,1,EYE DIS_1,265,1.67818447016346e-07
CMF,4,1,NECRO SKIN_1,543,1.67813749173015e-07
CMF,4,1,IRITIS_2,434,1.67770408771865e-07
CMF,4,1,HYPESTHESIA_1,381,1.67752108439955e-07
CMF,4,1,TORTICOLLIS_1,782,1.676210436393e-07
CMF,4,1,VASC DIS_1,818,1.67601212531663e-07
CMF,4,1,MONILIA GI_2,508,1.67572681602982e-07
CMF,4,1,HALITOSIS_1,300,1.67542591126106e-07
CMF,4,1,HALLUCIN_3,301,1.67455869616153e-07
CMF,4,1,ARRHYTHMIA VENT_1,46,1.67440412591938e-07
CMF,4,1,HEMATEMESIS_1,334,1.67431293454439e-07
CMF,4,1,UG DIS_2,787,1.67412576066415e-07
CMF,4,1,GOITER_1,297,1.67410351223316e-07
CMF,4,1,ULCER INTEST_2,789,1.67402463161216e-07
CMF,4,1,CUSHINGS SYND_2,143,1.67370665494811e-07
CMF,4,1,LIVER FAIL_3,469,1.67350925562166e-07
CMF,4,1,FIBRO TENDON_1,270,1.67254173741471e-07
CMF,4,1,PAIN CHEST SUBSTERN_1,594,1.67237785949155e-07
CMF,4,1,ULCER CORNEAL_2,788,1.6722354563099e-07
CMF,4,1,HEMOTHORAX_4,340,1.67110821515825e-07
CMF,4,1,HYPOTONIA_2,403,1.67104807145247e-07
CMF,4,1,TREMOR_1,783,1.67072635143459e-07
CMF,4,1,DELUSIONS_3,157,1.67062555971408e-07
CMF,4,1,PSYCHOSIS_3,667,1.67062521647755e-07
CMF,4,1,URIN RETENT_1,804,1.67019731312981e-07
CMF,4,1,PHARYNGITIS_1,636,1.67011477960681e-07
CMF,4,1,ECZEMA_1,210,1.66981421875507e-07
CMF,4,1,DREAM ABNORM_1,180,1.66957923495042e-07
CMF,4,1,STOOL ABNORM_1,733,1.66954845170739e-07
CMF,4,1,HEMOLYSIS_2,338,1.66930575178749e-07
CMF,4,1,MELENA_1,492,1.66902173750177e-07
CMF,4,1,HEPATOMEGALY_1,341,1.66883959000447e-07
CMF,4,1,PARESTH CIRCUMORAL_1,627,1.66875281076338e-07
CMF,4,1,TREMOR_3,784,1.66870639545433e-07
CMF,4,1,ABDO SYND ACUTE_3,2,1.66864906791422e-07
CMF,4,1,PLEURAL DIS_1,645,1.66827596935549e-07
CMF,4,1,BREAST ENGORGE_1,82,1.66803331395144e-07
CMF,4,1,PARALYSIS FACIAL_2,624,1.66802949895566e-07
CMF,4,1,PYELONEPHRITIS_3,669,1.66754421272309e-07
CMF,4,1,ECZEMA_2,211,1.66753653692436e-07
CMF,4,1,NEOPLASM THYROID_1,548,1.667039687847e-07
CMF,4,1,PHARYNGITIS_2,637,1.66692848787985e-07
CMF,4,1,CYANOSIS_1,144,1.66687589412196e-07
CMF,4,1,EDEMA LUNG_1,219,1.66685056933693e-07
CMF,4,1,CARDIOMEGALY_1,94,1.66682336819204e-07
CMF,4,1,REFRACT DIS_1,689,1.66673472187476e-07
CMF,4,1,TOOTH CARIES_1,777,1.66672705126741e-07
CMF,4,1,HEAT STROKE_1,312,1.66656760679347e-07
CMF,4,1,EDEMA LARYNX_1,218,1.66647484390871e-07
CMF,4,1,ILEUS_3,409,1.66597796385408e-07
CMF,4,1,ANOMALY GI_1,34,1.66567175356913e-07
CMF,4,1,AKATHISIA_3,16,1.66557593233322e-07
CMF,4,1,CATARACT_2,99,1.66555653309705e-07
CMF,4,1,HEMOPTYSIS_1,339,1.66544322031895e-07
CMF,4,1,ACCOMMODATION ABNORM_1,10,1.66537227163274e-07
CMF,4,1,PHARYNGITIS_3,638,1.66527141349743e-07
CMF,4,1,KERATOCONJUNCTIVITIS_1,442,1.66515015220209e-07
CMF,4,1,BREAST ENGORGE_2,83,1.66514123973213e-07
CMF,4,1,ULCER STOMACH_2,796,1.66506953093594e-07
CMF,4,1,INCONTIN FECAL_1,410,1.66470382379093e-07
CMF,4,1,AV BLOCK_1,73,1.66444187933362e-07
CMF,4,1,CARCINOMA BREAST_1,93,1.66431396507553e-07
CMF,4,1,FLU SYND_1,273,1.6641074596235e-07
CMF,4,1,HYPOTENS POST_2,397,1.66393194153898e-07
CMF,4,1,VULVOVAGINITIS_1,841,1.6635563137875e-07
CMF,4,1,HYPERLIPEM_2,366,1.66340053954437e-07
CMF,4,1,NEURITIS_1,556,1.66340033497759e-07
CMF,4,1,UTER FIBROID ENLARGE_4,811,1.66339981980683e-07
CMF,4,1,PERITONITIS_3,631,1.66339949729316e-07
CMF,4,1,ULCER PEPTIC_2,793,1.66339936183919e-07
CMF,4,1,PANCREAS DIS_1,618,1.6633990254204e-07
CMF,4,1,DYSARTHRIA_2,186,1.66339899282773e-07
CMF,4,1,ARRHYTHMIA NOD_1,45,1.66339894988543e-07
CMF,4,1,LIVER DAMAGE_1,468,1.66339871228289e-07
CMF,4,1,ENTEROCOL_3,249,1.66339846962462e-07
CMF,4,1,ENTERITIS_2,246,1.66339835634783e-07
CMF,4,1,ADENOMA THYR_3,13,1.66339834822493e-07
CMF,4,1,OCULOGYRIC CRISIS_2,566,1.66339833792851e-07
CMF,4,1,ENDOMETRIAL CARCINOMA_4,245,1.6633982311456e-07
CMF,4,1,APNEA_4,41,1.66339822773017e-07
CMF,4,1,SUBDURAL HEMATOMA_3,736,1.66339811214989e-07
CMF,4,1,HEM INTRACRAN_4,322,1.66339789288397e-07
CMF,4,1,PTOSIS_1,668,1.66339789288397e-07
CMF,4,1,CARDIOMYOPATHY_1,95,1.66339789288397e-07
CMF,4,1,OLIGURIA_1,567,1.66339789288397e-07
CMF,4,1,DYSAUTONOMIA_1,187,1.66339789288397e-07
CMF,4,1,HAIR DIS_3,299,1.66339789288397e-07
CMF,4,1,BONE DIS_1,80,1.66339789288397e-07
CMF,4,1,EXTRASYSTOLES SUPVENT_1,263,1.66339789288397e-07
CMF,4,1,EXTRASYSTOLES VENT_1,264,1.66339789288397e-07
CMF,4,1,GOUT_1,298,1.66339789288397e-07
CMF,4,1,HIRSUTISM_2,351,1.66339789288397e-07
CMF,4,1,HYPOPROTEINEM_1,396,1.66339789288397e-07
CMF,4,1,HYPOTHYR_2,402,1.66339789288397e-07
CMF,4,1,HYPOVENTIL_1,404,1.66339789288397e-07
CMF,4,1,THYR DIS_2,771,1.66339789288397e-07
CMF,4,1,URETHRITIS_1,800,1.66339789288397e-07
CMF,4,1,ABSCESS BREAST_2,3,1.66339789288396e-07
CMF,4,1,ALKALOSIS RESP_1,17,1.66339789288396e-07
CMF,4,1,BRADYCARDIA_1,81,1.66339789288396e-07
CMF,4,1,CREATINE PK INC_4,141,1.66339789288396e-07
CMF,4,1,ENCEPHALOPATHY_3,242,1.66339789288396e-07
CMF,4,1,HEART ARREST_4,308,1.66339789288396e-07
CMF,4,1,MIOSIS_1,507,1.66339789288396e-07
CMF,4,1,MYOPATHY_3,531,1.66339789288396e-07
CMF,4,1,PARALYSIS EXTRAOCUL_2,623,1.66339789288396e-07
CMF,4,1,TENESMUS_1,750,1.66295766828617e-07
CMF,4,1,TENESMUS_3,751,1.66291728940389e-07
CMF,4,1,HEALING ABNORM_1,306,1.66231375376482e-07
CMF,4,1,LYMPHADENO_1,479,1.66203825967446e-07
CMF,4,1,RASH VESIC BULL_1,678,1.66123337969748e-07
CMF,4,1,VULVOVAGINITIS_2,842,1.66115488057809e-07
CMF,4,1,PAIN BACK_1,582,1.66082177541316e-07
CMF,4,1,FLU SYND_2,274,1.66080194548479e-07
CMF,4,1,PHLEB_1,639,1.66073242308778e-07
CMF,4,1,NERVOUSNESS_1,551,1.66068838277156e-07
CMF,4,1,PAIN BACK_3,584,1.66004187511852e-07
CMF,4,1,LYMPHADENO_2,480,1.65999517753128e-07
CMF,4,1,LEUKORRHEA_1,464,1.65987122881592e-07
CMF,4,1,GGTP INC_1,286,1.6596425756168e-07
CMF,4,1,HEALING ABNORM_2,307,1.65933982756248e-07
CMF,4,1,LYMPHEDEMA_1,484,1.65902746553732e-07
CMF,4,1,MENORRHAGIA_1,496,1.65899477923915e-07
CMF,4,1,PAIN BACK_2,583,1.65893490739527e-07
CMF,4,1,INJURY ACCID_1,428,1.65884152380376e-07
CMF,4,1,HYPERCHOLESTEREM_1,354,1.65870699105535e-07
CMF,4,1,GGTP INC_2,287,1.65868003066432e-07
CMF,4,1,FLU SYND_3,275,1.6586522931153e-07
CMF,4,1,PHLEB_2,640,1.6585470646207e-07
CMF,4,1,TASTE PERVERS_1,748,1.65829603205137e-07
CMF,4,1,NERVOUSNESS_2,552,1.65822978829461e-07
CMF,4,1,PAIN EAR_1,598,1.65806580846255e-07
CMF,4,1,CELLULITIS_1,100,1.65765789944963e-07
CMF,4,1,RASH VESIC BULL_2,679,1.65755517886499e-07
CMF,4,1,LYMPHEDEMA_2,485,1.65731280534163e-07
CMF,4,1,LEUKORRHEA_2,465,1.65690335937755e-07
CMF,4,1,MENORRHAGIA_2,497,1.65648429133684e-07
CMF,4,1,LACRIMATION DIS_1,450,1.65627954986257e-07
CMF,4,1,TASTE PERVERS_2,749,1.65610210037458e-07
CMF,4,1,SALIVA INC_1,696,1.65600187795178e-07
CMF,4,1,INJURY ACCID_2,429,1.65594299583394e-07
CMF,4,1,TASTE LOSS_1,746,1.65568894603703e-07
CMF,4,1,ABSCESS PERIODONT_1,4,1.6553920407185e-07
CMF,4,1,HYPERCHOLESTEREM_2,355,1.65535246841307e-07
CMF,4,1,PAIN EAR_2,599,1.65530455716874e-07
CMF,4,1,CELLULITIS_2,101,1.65523594474329e-07
CMF,4,1,PAIN INJECT SITE_1,603,1.65487029864643e-07
CMF,4,1,PHOTOPHOBIA_1,641,1.65441406875383e-07
CMF,4,1,CELLULITIS_3,102,1.6538821940268e-07
CMF,4,1,LACRIMATION DIS_2,451,1.65377921830697e-07
CMF,4,1,FLATUL_1,271,1.65376836854229e-07
CMF,4,1,PANCYTOPENIA_3,619,1.653753414186e-07
CMF,4,1,TASTE LOSS_2,747,1.65374657898857e-07
CMF,4,1,INJURY ACCID_3,430,1.65360852605296e-07
CMF,4,1,HEM GUM_1,320,1.65360100995836e-07
CMF,4,1,MONILIA VAGINA_1,512,1.65355979835888e-07
CMF,4,1,PAIN BREAST_1,592,1.65347733079981e-07
CMF,4,1,SALIVA INC_2,697,1.6534718864184e-07
CMF,4,1,PAIN INJECT SITE_2,604,1.65282616979951e-07
CMF,4,1,AMENORRHEA_1,25,1.652573396776e-07
CMF,4,1,SPEECH DIS_1,725,1.65254004402468e-07
CMF,4,1,DRY EYE_1,181,1.65230477605259e-07
CMF,4,1,AMENORRHEA_2,26,1.65173111527884e-07
CMF,4,1,DYSMENORRHEA_1,188,1.65146416642689e-07
CMF,4,1,PHOTOPHOBIA_2,642,1.65130261197252e-07
CMF,4,1,ABSCESS PERIODONT_2,5,1.6511859289539e-07
CMF,4,1,FLATUL_2,272,1.65110668521769e-07
CMF,4,1,PAIN BREAST_2,593,1.65062827210969e-07
CMF,4,1,DRY MOUTH_1,183,1.65045254702385e-07
CMF,4,1,ERUCTAT_1,254,1.65007379130798e-07
CMF,4,1,PANCYTOPENIA_4,620,1.6499298670668e-07
CMF,4,1,SPEECH DIS_2,726,1.6499270638004e-07
CMF,4,1,HEM GUM_2,321,1.64980726218631e-07
CMF,4,1,DRY EYE_2,182,1.64961168750034e-07
CMF,4,1,ACNE_1,11,1.64959868374875e-07
CMF,4,1,MONILIA VAGINA_2,513,1.64949384970661e-07
CMF,4,1,EPISTAXIS_1,252,1.64922242654744e-07
CMF,4,1,NEOPL BREAST_1,544,1.64902350312982e-07
CMF,4,1,APPETITE INC_1,42,1.64891903455326e-07
CMF,4,1,THIRST_1,758,1.64889858823284e-07
CMF,4,1,ARTHRITIS RHEUMAT_1,56,1.64887739936881e-07
CMF,4,1,BURSITIS_1,91,1.64876632244084e-07
CMF,4,1,DYSMENORRHEA_2,189,1.64876013867567e-07
CMF,4,1,CHOLELITH_1,116,1.64871704168682e-07
CMF,4,1,OSTEOPOROSIS FRACT_2,571,1.64856671758144e-07
CMF,4,1,OTITIS MED_1,576,1.64849585236272e-07
CMF,4,1,PAIN KIDNEY_1,605,1.6479605166301e-07
CMF,4,1,MONILIA VAGINA_3,514,1.64787923696995e-07
CMF,4,1,HEM UTER_1,326,1.64774221453737e-07
CMF,4,1,ABSCESS PERIODONT_3,6,1.64763709001466e-07
CMF,4,1,DRY MOUTH_2,184,1.64760265277984e-07
CMF,4,1,DYSURIA_1,204,1.64740381990722e-07
CMF,4,1,TONGUE DIS_1,774,1.64737901135616e-07
CMF,4,1,MASTITIS_1,489,1.64734779908417e-07
CMF,4,1,NODULE SKIN_1,563,1.64729427535712e-07
CMF,4,1,OSTEOPOROSIS FRACT_3,572,1.64720348946686e-07
CMF,4,1,SINUSITIS_1,711,1.64710636356971e-07
CMF,4,1,THROMBOCYTOPENIA_1,763,1.64702733968873e-07
CMF,4,1,ERUCTAT_2,255,1.64669641985683e-07
CMF,4,1,URTICARIA_1,809,1.64654362473724e-07
CMF,4,1,ACNE_2,12,1.64653907835207e-07
CMF,4,1,BURSITIS_2,92,1.64628623819488e-07
CMF,4,1,NEOPL BREAST_2,545,1.64617479018295e-07
CMF,4,1,PAIN KIDNEY_2,606,1.64613780666862e-07
CMF,4,1,CHOLELITH_3,117,1.64600471946364e-07
CMF,4,1,EPISTAXIS_2,253,1.64586430099575e-07
CMF,4,1,NOCTURIA_1,561,1.6458285525224e-07
CMF,4,1,APPETITE INC_2,43,1.64566154058994e-07
CMF,4,1,ARTHRITIS RHEUMAT_2,57,1.64555430927127e-07
CMF,4,1,THIRST_2,759,1.64546553354232e-07
CMF,4,1,OTITIS MED_2,577,1.64509513661957e-07
CMF,4,1,SHOCK_1,709,1.64473356335024e-07
CMF,4,1,HEM UTER_2,327,1.64448512989469e-07
CMF,4,1,ULCER SKIN_1,794,1.64433994003936e-07
CMF,4,1,DYSURIA_2,205,1.64425142474285e-07
CMF,4,1,HYPERTROPHY SKIN_1,377,1.64424712261125e-07
CMF,4,1,ECCHYMOSIS_1,208,1.64424580236727e-07
CMF,4,1,STUPOR_1,734,1.64411044615936e-07
CMF,4,1,EDEMA TONGUE_1,223,1.64400332836942e-07
CMF,4,1,DERM FUNG_1,165,1.64396371621824e-07
CMF,4,1,LACTATION FEM_1,452,1.64396094335871e-07
CMF,4,1,URTICARIA_2,810,1.6439436802445e-07
CMF,4,1,THROMBOCYTOPENIA_2,764,1.64373142059768e-07
CMF,4,1,VULVOVAGINAL DIS_1,839,1.64368434638739e-07
CMF,4,1,SINUSITIS_2,712,1.64368410811958e-07
CMF,4,1,GASTROENTERITIS_1,283,1.64360074691489e-07
CMF,4,1,TONGUE DIS_2,775,1.64359940494614e-07
CMF,4,1,NODULE SKIN_2,564,1.64356566977418e-07
CMF,4,1,ARTHRITIS_1,58,1.64339262984868e-07
CMF,4,1,KERATITIS_1,440,1.64326795518553e-07
CMF,4,1,OTITIS MED_3,578,1.643190862488e-07
CMF,4,1,URIN URGENCY_1,807,1.64315687743289e-07
CMF,4,1,EAR DIS_1,206,1.64312639140569e-07
CMF,4,1,MASTITIS_2,490,1.64282905161818e-07
CMF,4,1,INCONTIN URIN_1,411,1.64274582819664e-07
CMF,4,1,EDEMA FACE_1,214,1.64268609590484e-07
CMF,4,1,SINUSITIS_3,713,1.64237577601976e-07
CMF,4,1,NOCTURIA_2,562,1.64236133742312e-07
CMF,4,1,PALPITAT_1,616,1.64227678233277e-07
CMF,4,1,SKIN DRY_1,719,1.64220089036154e-07
CMF,4,1,SHOCK_4,710,1.64170313451587e-07
CMF,4,1,PAIN CHEST_1,595,1.64134654922398e-07
CMF,4,1,HYPERTROPHY SKIN_2,378,1.64120836242909e-07
CMF,4,1,DERM FUNG_2,166,1.64117556637353e-07
CMF,4,1,LACTATION FEM_2,453,1.64109502060503e-07
CMF,4,1,ARTHRITIS_2,59,1.64092153657219e-07
CMF,4,1,BLEPHARITIS_1,75,1.64089177140046e-07
CMF,4,1,PSORIASIS_1,665,1.64085136033806e-07
CMF,4,1,ULCER SKIN_2,795,1.64083735107013e-07
CMF,4,1,EDEMA TONGUE_2,224,1.6407792450127e-07
CMF,4,1,MASTITIS_3,491,1.64076478965393e-07
CMF,4,1,ECCHYMOSIS_2,209,1.6406945141754e-07
CMF,4,1,BREAST ENLARGE_1,84,1.64067780035671e-07
CMF,4,1,STUPOR_3,735,1.64039551893165e-07
CMF,4,1,VULVOVAGINAL DIS_2,840,1.64036600164644e-07
CMF,4,1,INFECT_1,416,1.64016366510941e-07
CMF,4,1,INCONTIN URIN_2,412,1.63980408826184e-07
CMF,4,1,URIN URGENCY_2,808,1.63968108008745e-07
CMF,4,1,VOICE ALTERAT_1,833,1.63966298609389e-07
CMF,4,1,EAR DIS_2,207,1.63948808514548e-07
CMF,4,1,KERATITIS_2,441,1.63946225521877e-07
CMF,4,1,LARYNGITIS_1,455,1.63946010173686e-07
CMF,4,1,HEM CYSTITIS_1,313,1.63934060610073e-07
CMF,4,1,SKIN DISCOLOR_1,717,1.6392845029635e-07
CMF,4,1,AGITATION_1,14,1.6392570236821e-07
CMF,4,1,GASTROENTERITIS_2,284,1.63907061266003e-07
CMF,4,1,SKIN DRY_2,720,1.63905870657222e-07
CMF,4,1,EDEMA FACE_2,215,1.63894117217772e-07
CMF,4,1,PALPITAT_2,617,1.63856537914627e-07
CMF,4,1,HYPOKINESIA_1,389,1.63847832580109e-07
CMF,4,1,VAGINITIS_1,813,1.63840199069313e-07
CMF,4,1,SPUTUM INC_1,727,1.63833449571332e-07
CMF,4,1,PAIN BIL_1,585,1.63830147026832e-07
CMF,4,1,HERNIA_1,342,1.63812631956777e-07
CMF,4,1,POLYURIA_1,657,1.63807184065927e-07
CMF,4,1,SLEEP DIS_1,721,1.63791491448272e-07
CMF,4,1,BREAST ENLARGE_2,85,1.63782497490589e-07
CMF,4,1,TINNITUS_1,772,1.63769340258819e-07
CMF,4,1,PSORIASIS_2,666,1.63759604405727e-07
CMF,4,1,MONILIA_1,515,1.63735917399153e-07
CMF,4,1,GASTROENTERITIS_3,285,1.63732512863554e-07
CMF,4,1,HEM CYSTITIS_3,314,1.6373045114725e-07
CMF,4,1,BLEPHARITIS_2,76,1.63717051788325e-07
CMF,4,1,PAIN CHEST_2,596,1.63698184331067e-07
CMF,4,1,INFLAM INJECT SITE_1,421,1.63687335646988e-07
CMF,4,1,PAIN PELVIC_1,609,1.6366321560743e-07
CMF,4,1,PAIN_1,611,1.6366068770375e-07
CMF,4,1,VOICE ALTERAT_2,834,1.63617093406814e-07
